rendben; jól,fine,Rendben.,Fine.
itt; tessék,here,Tessék.,Here.
emlékezni | hogyan | mi | használni | -hoz; -hez; felé | csoda; tűnődni | mi | ez | hely | lenni | mint; kedvelni,remember | how | we | use | to | wonder | what | this | place | be | like,"Emlékszel, mennyit találgattuk, milyen lehet ez a hely?",Remember how we used to wonder what this place was like?
nos; jól | Paradise | lenni | nem | paradise,well | paradise | be | no | paradise,"Hát, Paradise egyáltalán nem paradicsom.","Well, Paradise is no paradise."
és | az én | új | lakótárs | lenni | egy | kicsi | macska,and | my | new | roommate | be | a | small | cat,Az új lakótársam pedig egy kismacska.,And my new roommate is a small cat.
mi | lenni | én | fog; készül valamire | csinálni | -val; -vel | te; ön,what | be | i | gonna | do | with | you,Mit kezdjek veled?,What am I gonna do with you?
most | én | csak; éppen | kell; szüksége van | egy | munka | annyira; így | én | tud/képes | maradni | itt; tessék | csinálni; készíteni; elkövetni | ez | hely | egy | haza; otthon,now | i | just | need | a | job | so | i | can | stay | here | make | this | place | a | home,"Most már csak egy állás kell, hogy itt maradhassak, és otthont teremthessek ebből a helyből.","Now I just need a job so I can stay here, make this place a home."
talán | akkor; aztán | ők majd | engedni | engem; nekem | látni | őt; neki; az ő,maybe | then | they'll | let | me | see | her,"Talán akkor megengedik, hogy lássam őt.",Maybe then they'll let me see her.
igen | nos; jól | én vagyok | éhes | is; túl,yeah | well | i'm | hungry | too,"Igen, hát én is éhes vagyok.","Yeah, well, I'm hungry, too."
csinálni | te; ön | használni | -hoz; -hez; felé | kifesteni; festeni | a te; az ön | köröm | mikor; amikor | te; ön | lenni | be; bent; -ban; -ben | a; az | MFL,do | you | use | to | paint | your | nail | when | you | be | in | the | mfl,"Régebben is festetted a körmöd, amikor az MFL-ben játszottál?",Did you used to paint your nails when you were in the MFL?
a; az | NFL,the | nfl,Az NFL-ben.,The NFL.
ó | NFL,oh | nfl,"Ó, NFL.","Oh, NFL."
te; ön | kell; szüksége van | -hoz; -hez; felé | lenni | csinos; szép | neki; számára | menni | -hoz; -hez; felé | dolgozni; munka,you | need | to | be | pretty | for | go | to | work,"Csinosnak kell lenned, amikor munkába mész.",You need to be pretty for going to work.
ez van; ez az | nagyon | nagyon | fontos | rendben; helyes,it's | very | very | important | right,"Ez nagyon-nagyon fontos, ugye?","It's very, very important, right?"
nem | mint; ahogy | fontos | mint; ahogy | lenni | fajta; kedves | és | okos,not | as | important | as | be | kind | and | smart,"Nem olyan fontos, mint kedvesnek és okosnak lenni.",Not as important as being kind and smart.
hm,mm,Hm.,Mm.
ha | te; ön | mondani | annyira; így,if | you | say | so,Ha te mondod.,If you say so.
Diem,diem,Diem.,Diem.
jönni | rajta; -on; -en; -ön | drágám | ez van; ez az | idő | -hoz; -hez; felé | jönni | haza; otthon,come | on | sweetie | it's | time | to | come | home,"Gyere, kicsim, ideje hazamenni.","Come on, sweetie, it's time to come home."
te; ön | megkapni; megérteni | -hoz; -hez; felé | engedni | Ledger | megkapni; megérteni | -hoz; -hez; felé | dolgozni; munka,you | get | to | let | ledger | get | to | work,Hagynod kell Ledgert dolgozni.,You got to let Ledger get to work.
befejezni,finish,Kész.,Finished.
köszönöm | D,thanks | d,"Kösz, D.","Thanks, D."
ez | lenni | tökéletes,this | be | perfect,Ez tökéletes.,This is perfect.
minden | rendben; helyes | gyerünk; csináljuk | megkapni; megérteni | te; ön | haza; otthon,all | right | let's | get | you | home,"Jól van, vigyünk haza.","All right, let's get you home."
sárkány | fogni; tartani | kéz | mikor; amikor | ők | átkelni | a; az | utca,dragon | hold | hand | when | they | cross | the | street,"A sárkányok fogják egymás kezét, amikor átkelnek az úton.",Dragons hold hands when they cross the street.
sárkány | ne; nem | van neki; birtokolni; kell | kéz | butus,dragon | don't | have | hand | silly,"A sárkányoknak nincs kezük, butus.","Dragons don't have hands, silly."
ők | van neki; birtokolni; kell | szárny,they | have | wing,Szárnyuk van.,They have wings.
jönni | itt; tessék,come | here,Gyere ide.,Come here.
ó,oh,Ó!,Oh!
ó,oh,Ó.,Oh.
minden | rendben; helyes,all | right,Rendben.,All right.
köszönöm,thanks,Köszönöm.,Thanks.
köszönöm | neki; számára | a; az | látogatás | D,thanks | for | the | visit | d,"Köszönöm a látogatást, D.","Thanks for the visit, D."
szeretni; szerelem | te; ön,love | you,Szeretlek.,Love you.
szia; viszlát,bye,Szia.,Bye.
szeretni; szerelem | te; ön | is; túl,love | you | too,Én is szeretlek.,"Love you, too."
adni | őt; neki | egy | manikűr,give | him | a | manicure,Manikűrt csináltál neki?,Gave him a manicure?
hm,hmm,Hmm.,Hmm.
mi | a; az,what | the,Mi a...,What the...
hé; szia,hey,Szia.,Hey.
hé; szia,hey,Szia.,Hey.
ó,oh,Ó.,Oh.
mi van; mi a | megkapni; megérteni | a te; az ön | férfibugyi | be; bent; -ban; -ben | egy | csomó,what's | get | your | manties | in | a | bunch,Mitől van csomóban a férfibugyid?,What's got your manties in a bunch?
délután,afternoon,Jó napot.,Afternoon.
mi van; mi a | fel; fent; várj,what's | up,Mi újság?,What's up?
szia,hola,Szia.,Hola.
hé; szia,hey,Szia.,Hey.
megkapni; megérteni | a te; az ön | kedvenc,get | your | favorite,Meghoztam a kedvencedet.,Got your favorite.
engedni | engem; nekem | kitalálni; gondolni,let | me | guess,Hadd találjam ki.,Let me guess.
lenni | ez; az | egy | bögre,be | it | a | mug,Egy bögre?,Is it a mug?
több | Broncos | rajongói cucc,more | broncos | swag,Még több Broncos-ajándéktárgy?,More Broncos swag?
komolyan,seriously,Komolyan?,Seriously?
kell; biztosan | lenni | szerda,must | be | wednesday,Biztos szerda van.,Must be Wednesday.
ez; az | talán; esetleg | lenni | érdemes; ér valamit | ital; inni | újra,it | might | be | worth | drink | again,"Lehet, hogy ezért megérné újra inni.",It might be worth drinking again.
csak; éppen | -hoz; -hez; felé | véget vetni; vég | ez | kínzás,just | to | end | this | torture,Csak hogy vége legyen ennek a kínzásnak.,Just to end this torture.
ó | igen,oh | yeah,"Ó, igen?","Oh, yeah?"
igen,yeah,Igen.,Yeah.
melyik | bögre | volna; tenne | te; ön | használni,which | mug | would | you | use,Melyik bögrét használnád?,Which mug would you use?
nemi úton terjedő betegség | tudatosság; figyelemfelhívás | bögre,std | awareness | mug,Nemi betegségekre figyelmeztető bögre.,STD awareness mug.
igen,yeah,Igen.,Yeah.
ez van; ez az | egy | kedvenc,it's | a | favorite,Ez az egyik kedvenc.,It's a favorite.
jó; kedves | választás,nice | choice,Jó választás.,Nice choice.
egy ideje; miközben | te vagy; ön van | tönkretenni; megsemmisíteni | a te; az ön | máj | te; ön | talán; esetleg | mint; ahogy | nos; jól | tartani; figyelni | egy | szem | rajta; -on; -en; -ön | a te; az ön | chlamydia,while | you're | obliterate | your | liver | you | might | as | well | keep | one | eye | on | your | chlamydia,"Miközben tönkreteszed a májadat, legalább a klamídiára is fél szemmel ügyelhetnél.","While you're obliterating your liver, you might as well keep one eye on your chlamydia."
fontossági sorrend; elsőbbség,priority,Fontossági sorrend.,Priorities.
vicces,funny,Vicces.,Funny.
én | gondolni | ez; az | lenni | vicces,i | think | it | be | funny,"Azt hittem, vicces.",I thought it was funny.
annyira; így | mi | lenni | ez; az,so | what | be | it,Szóval mi az?,"So, what is it?"
Scotty | emlékhely; emlékmű | menni,scotty | memorial | go,Eltűnt Scotty emlékhelye.,Scotty's memorial's gone.
valaki | vinni; elvenni | ez; az,someone | take | it,Valaki elvitte?,Someone took it?
igen,yep,Aha.,Yep.
ki | volna; tenne | csinálni | valami | mint; kedvelni | az; hogy,who | would | do | something | like | that,Ki tenne ilyesmit?,Who would do something like that?
csinálni | te; ön | történni | -hoz; -hez; felé | lenni | felvenni; alkalmazni,do | you | happen | to | be | hire,Nem keresnek véletlenül új embert?,Do you happen to be hiring?
nem,no,Nem.,No.
hé; szia | öö | lenni | te; ön | felvenni; alkalmazni,hey | uh | be | you | hire,"Szia, öö, felvesznek valakit?","Hey, uh, are you hiring?"
nem,no,Nem.,No.
én vagyok | sajnálom,i'm | sorry,Sajnálom.,I'm sorry.
rendben,okay,Rendben.,Okay.
megköszönni | te; ön,thank | you,Köszönöm.,Thank you.
hé; szia,hey,Szia.,Hey.
jönni | rajta; -on; -en; -ön | be; bent; -ban; -ben,come | on | in,Gyere be.,Come on in.
nem | köszönöm,no | thanks,"Nem, köszönöm.","No, thanks."
én | csak; éppen | akarni | -hoz; -hez; felé | látni | ha | te; ön | kell; szüksége van | segíteni; segítség,i | just | want | to | see | if | you | need | help,"Csak azt szerettem volna megkérdezni, nincs-e szükséged segítségre.",I just wanted to see if you needed help.
kétségbeesetten,desperately,Nagyon is.,Desperately.
itt; tessék | ülni,here | sit,"Gyere, ülj le.","Here, sit."
fogok | megkapni; megérteni | egy | jelentkezési lap; pályázat,i'll | get | an | application,Hozok egy jelentkezési lapot.,I'll get an application.
tud/képes | én | van neki; birtokolni; kell | néhány; valamennyi | több | sült krumpli,can | i | have | some | more | fry,Kaphatok még sült krumplit?,Can I have some more fries?
itt; tessék | mi | menni,here | we | go,"Na, tessék.",Here we go.
megköszönni | te; ön,thank | you,Köszönöm.,Thank you.
mi | tud/képes | integetni | viszlát,we | can | wave | goodbye,Búcsút inthetünk.,We can wave goodbye
drágám | te; ön | tud/képes | számítani; számolni | rajta; -on; -en; -ön | engem; nekem,honey | you | can | count | on | me,"Drágám, számíthatsz rám.","Honey, you can count on me"
tud/képes | én | van neki; birtokolni; kell | néhány; valamennyi | több,can | i | have | some | more,Kaphatok még?,Can I have some more?
használni | a te; az ön | villa,use | your | fork,Használd a villádat.,Use your fork.
soha | engedni | te; ön | le; lent | fogok | lenni,never | let | you | down | i'll | be,"Sosem hagylak cserben, én leszek","Never let you down, I'll be"
-val; -vel | te; ön | be; bent; -ban; -ben | a; az | utas | ülés,with | you | in | the | passenger | seat,Veled az anyósülésen.,With you in the passenger seat
jönni | együtt; vele | neki; számára | a; az | fuvar; utazás,come | along | for | the | ride,Tarts velem ezen az úton,Come along for the ride
bárhová; bárhol | te; ön | akarni,anywhere | you | want,"Bárhová, ahová csak szeretnéd...",Anywhere you want...
ó | mi | nem tud | felvenni; alkalmazni | ember; emberek | -val; -vel | egy | priusz; nyilvántartás | drágám,oh | we | can't | hire | folk | with | a | record | hon,"Sajnos büntetett előéletűeket nem alkalmazhatunk, drágám.","Oh, we can't hire folks with a record, hon."
ez van; ez az | szabályzat,it's | policy,Ez a szabály.,It's policy.
rendben,okay,Rendben.,Okay.
lenni | megégetni; ráfizetni | is; túl | sok | idő,be | burn | too | many | time,Túl sokszor ráfáztunk már.,Been burned too many times.
miért | ne; nem | te; ön | próbálni | a; az | dollár | odú,why | don't | you | try | the | dollar | den,Miért nem próbálkozol a Dollar Dennél?,Why don't you try the Dollar Den.
ők; ők vannak | mindig | nézni,they're | always | look,Mindig keresnek embert.,They're always looking.
helló,hello,Helló.,Hello.
csak; éppen | az; hogy,just | that,Csak ennyi.,Just that.
jönni | vissza | hamarosan,come | back | soon,Gyere vissza hamar.,Come back soon.
ha | te; ön | ragaszkodni,if | you | insist,Ha ragaszkodsz hozzá.,If you insist.
nekem van; én már | lenni | keresni | neki; számára | egy | nyom; ösvény,i've | be | search | for | a | trail,Már régóta keresek egy ösvényt...,I've been searching for a trail...
te; ön | tudni; ismerni | te; ön | tud/képes | vásárolni | több | mint | egy | dolog | -nál; -nél | egy | idő,you | know | you | can | buy | more | than | one | thing | at | a | time,"Tudod, egyszerre több dolgot is vehetsz.","You know, you can buy more than one thing at a time."
hm,mm,Hm.,Mm.
aha,mm-hmm,Aha.,Mm-hmm.
én vagyok | csak; éppen | dolgozni; munka | fel; fent; várj | a; az | bátorság | -hoz; -hez; felé | kérdezni; kérni | te; ön | ki; végig | Kenna,i'm | just | work | up | the | courage | to | ask | you | out | kenna,"Csak próbálom összeszedni a bátorságomat, hogy randira hívjalak, Kenna.","I'm just working up the courage to ask you out, Kenna."
nos; jól | öö | Scotty,well | um | scotty,"Hát, ööö, Scotty...","Well, um, Scotty..."
aha,mm-hmm,Aha.,Mm-hmm.
ez van; ez az | öö | sajnos | ellen | üzlet | szabályzat | neki; számára | alkalmazott | -hoz; -hez; felé | randizni; randi | vásárló,it's | um | unfortunately | against | store | policy | for | employee | to | date | customer,"Sajnos az üzlet szabályzata tiltja, hogy az alkalmazottak a vásárlókkal randizzanak.","...it's, um, unfortunately against store policy for employees to date customers."
tényleg; igazán,really,Tényleg?,Really?
aha,mm-hmm,Aha.,Mm-hmm.
tud/képes | én | látni | az; hogy,can | i | see | that,Megnézhetem?,Can I see that?
elnézést; mentség | engem; nekem,excuse | me,Elnézést.,Excuse me.
öö | szeretnék; én ...nék | csak; éppen | mint; kedvelni | -hoz; -hez; felé | visszavinni; visszaadni | ezek | tányér,um | i'd | just | like | to | return | these | plate,"Öö, csak szeretném visszahozni ezeket a tányérokat.","Um, I'd just like to return these plates."
ó | persze; biztos,oh | sure,Persze.,"Oh, sure."
és | öö,and | uh,"És, ööö...","And, uh..."
én vagyok | soha | üzlet; bolt | itt; tessék | újra,i'm | never | shop | here | again,Soha többé nem vásárolok itt.,I'm never shopping here again.
itt; tessék | te; ön | menni,here | you | go,Tessék.,Here you go.
megköszönni | te; ön,thank | you,Köszönöm.,Thank you.
annyira; így,so,Szóval...,So...
tud/képes | én | vinni; elvenni | te; ön | -hoz; -hez; felé | vacsora,can | i | take | you | to | dinner,...elvihetlek vacsorázni?,...can I take you to dinner?
be; bent; -ban; -ben | az; hogy | dolog,in | that | thing,Abban?,In that thing?
te; ön | ne; nem | mint; kedvelni | ez; az,you | don't | like | it,Nem tetszik?,You don't like it?
ez van; ez az | csak; éppen | -ról; -ről; körülbelül | a; az | csúnya | szín | narancssárga | nekem van; én már | valaha | látni,it's | just | about | the | ugly | color | orange | i've | ever | see,"Ez nagyjából a legrondább narancssárga, amit valaha láttam.",It's just about the ugliest color orange I've ever seen.
én | tudni; ismerni,i | know,Tudom.,I know.
ez van; ez az | nem | enyém,it's | not | mine,Nem az enyém.,It's not mine.
ez van; ez az | az én | jó; jól | barát,it's | my | good | friend,A legjobb barátomé.,It's my best friend's.
én | megkapni; megérteni | le; távol | -nál; -nél,i | get | off | at,Hétkor végzek.,I get off at 7:00.
minden | itt; tessék | emlékeztetni | engem; nekem | -nak; -nek; valaminek a | te; ön | de | én | van neki; birtokolni; kell | -hoz; -hez; felé | tartani; figyelni | menni,everything | here | remind | me | of | you | but | i | have | to | keep | go,"Itt minden rád emlékeztet, de tovább kell mennem.","Everything here reminds me of you, but I have to keep going."
talán | a; az | könyvesbolt | mi | szeretni; szerelem | fog | segíteni; segítség,maybe | the | bookstore | we | love | will | help,"Talán segít a könyvesbolt, amit szerettünk.",Maybe the bookstore we loved will help.
én | hiányolni; lemaradni | az ő; az övék | puccos | kávé,i | miss | their | bougie | coffee,Hiányzik a puccos kávéjuk.,I miss their bougie coffee.
és | én | hiányolni; lemaradni | te; ön,and | i | miss | you,És te is hiányzol.,And I miss you.
szeretni; szerelem | Kenna,love | kenna,Szeretettel: Kenna.,"Love, Kenna."
ballada | az; hogy | te ...nál; neked volna | játszani,ballad | that | you'd | play,"Egy ballada, amit te játszanál.",Ballad that you'd play
egy ideje; miközben | te; ön | megesküdni | -hoz; -hez; felé | Isten | a; az | énekes | olvasni | a te; az ön | bánni; elme,while | you | swear | to | god | the | singer | read | your | mind,"Miközben Istenre esküdtél, hogy az énekes olvasott a gondolataidban.",While you swore to God the singer read your mind
de | a; az | világ | lenni | megijeszteni; félni | -nak; -nek; valaminek a | habozni | dolog,but | the | world | be | scare | of | hesitate | thing,De a világ fél a tétovázó dolgoktól.,But the world is scared of hesitating things
igen | ők | csak | lelőni | a; az | madár,yeah | they | only | shoot | the | bird,"Igen, csak azokra a madarakra lőnek,","Yeah, they only shoot the birds"
ki | nem tud | énekelni,who | cannot | sing,amelyek nem tudnak énekelni...,Who cannot sing...
ki | a; az | pokol | fordulni; sor | ez | könyvesbolt | -ba; -be | egy | bár; kocsma,who | the | hell | turn | this | bookstore | into | a | bar,Ki a fene csinált ebből a könyvesboltból bárt?,Who the hell turned this bookstore into a bar?
én | csinálni,i | do,Én.,I did.
mi | tud/képes | én | megkapni; megérteni | te; ön,what | can | i | get | you,Mit adhatok?,What can I get you?
egy | kávé,a | coffee,Egy kávét.,A coffee.
kávé,coffee,Kávét?,Coffee?
persze; biztos,sure,Persze.,Sure.
öö | tejszín | és | cukor | rendben,uh | cream | and | sugar | okay,"Öö, tejszínnel és cukorral jó lesz?","Uh, cream and sugar okay?"
tudna; lehetne | te; ön | csinálni | öö | karamell | és | extra; plusz | hab | kérem; kérlek,could | you | do | um | caramel | and | extra | foam | please,Kérhetném karamellel és extra habbal?,"Could you do, um, caramel and extra foam, please?"
te; ön | fogadni; persze,you | bet,Hát persze.,You bet.
szója | zsírszegény | mandula | vagy | teljes; egész | tej,soy | skim | almond | or | whole | milk,"Szója-, zsírszegény, mandula- vagy teljes tej?","Soy, skim, almond or whole milk?"
teljes; egész | rendben; jól,whole | fine,A teljes tej jó lesz.,Whole's fine.
én | lenni | gyerek,i | be | kid,Csak vicceltem.,I was kidding.
öö | ez | lenni | egy | bár; kocsma,uh | this | be | a | bar,"Öö, ez egy bár.","Uh, this is a bar."
én | csinálni | van neki; birtokolni; kell | egy | négyórás | kanna; fazék | -nak; -nek; valaminek a | kávé | és | a te; az ön | választás | -nak; -nek; valaminek a | tejszín | cukor | mindkettő | vagy | semmi; egyik sem,i | do | have | a | four-hour-old | pot | of | coffee | and | your | choice | of | cream | sugar | both | or | none,"Van egy négyórás kávém, hozzá pedig választhatsz tejszínt, cukrot, mindkettőt vagy egyiket sem.","I do have a four-hour-old pot of coffee and your choice of cream, sugar, both or none."
fogok | csak; éppen | vinni; elvenni | bármi,i'll | just | take | whatever,Bármit elfogadok.,I'll just take whatever.
rendben,okay,Rendben.,Okay.
öö,uh,Ööö...,Uh...
bármi | jönni | rendben; helyes | fel; fent; várj,whatever | come | right | up,"Mindegy, máris hozom.","Whatever, coming right up."
én | remélni; remény | te; ön | összeházasodni | gazdag,i | hope | you | marry | rich,"Remélem, gazdag emberhez mész feleségül.",I hope you marry rich
én | remélni; remény | te vagy; ön van | megijeszteni; félni | -nak; -nek; valaminek a | csak | hétköznapi; közönséges | szar,i | hope | you're | scare | of | only | ordinary | shit,"Remélem, csak hétköznapi szarságoktól félsz.",I hope you're scared of only ordinary shit
mint; kedvelni | gyilkos | és | szellem | és | rák | rajta; -on; -en; -ön | a te; az ön | bőr,like | murderer | and | ghost | and | cancer | on | your | skin,"Például gyilkosoktól, szellemektől és a bőrödön megjelenő ráktól.",Like murderers and ghosts and cancer on your skin
és | nem | a te; az ön | lélek | és | mi | ő | talán; esetleg | csinálni | -val; -vel | ez; az,and | not | your | soul | and | what | he | might | do | with | it,"Nem pedig a lelkedtől és attól, hogy ő mit tehet vele.",And not your soul and what he might do with it
hoppá,ah-oh,Hoppá.,Ah-oh.
ó | kedvesem,oh | darling,"Ó, drágám.","Oh, darling"
az én | szó | lenni | túlcsordulni,my | word | be | overflow,Túlcsordulnak a szavaim.,My words are overflowing
átitatni; eláztatni | be; bent; -ban; -ben | új | érzelem,drench | in | new | emotion,Új érzelmektől átitatva.,Drenched in new emotion
én | kell | lenni | rendben; helyes | hol; ahol | te; ön | lenni,i | gotta | be | right | where | you | be,"Pontosan ott kell lennem, ahol te vagy.",I gotta be right where you are
-val; -vel | idő,with | time,Az időzítéssel...,With timing...
fogok | vinni; elvenni | az én | szokásos,i'll | take | my | usual,A szokásosat kérem.,I'll take my usual.
én | megkapni; megérteni | te; ön | Stacey,i | get | you | stacey,"Máris, Stacey.","I got you, Stacey."
van | nem | út; mód | -nak; -nek; valaminek a | tudni; ismerni,there's | no | way | of | know,Nem lehet tudni,There's no way of knowing
annyira; így | fogok | ellopni | ez | pillanat,so | i'll | steal | this | moment,Ezért ellopom ezt a pillanatot,So I'll steal this moment
-hoz; -hez; felé | mondani; elmondani | te; ön | ez; az | egyenesen; őszintén | -ból; -ből; -tól; -től | a; az | szív,to | tell | you | it | straight | from | the | heart,"Hogy őszintén, szívből megmondjam...",To tell you it straight from the heart...
csinos; szép | lenyűgöző | neki; számára | nem | egy | kávé | üzlet; bolt,pretty | impressive | for | not | a | coffee | shop,"Ahhoz képest, hogy ez nem kávézó, egész lenyűgöző.",Pretty impressive for not a coffee shop.
nos; jól | fogok | lenni | a; az | megítélni; bíró | -nak; -nek; valaminek a | az; hogy,well | i'll | be | the | judge | of | that,Majd én eldöntöm.,"Well, I'll be the judge of that."
nekem van; én már | megkapni; megérteni | a te; az ön | kedvenc | dal | rajta; -on; -en; -ön | játszani,i've | get | your | favorite | song | on | play,A kedvenc dalod szól,I've got your favorite song on play
én vagyok | felidézni a múltat | rajta; -on; -en; -ön | a; az | vonat,i'm | reminisce | on | the | train,A vonaton nosztalgiázom.,I'm reminiscing on the train
mondani | én vagyok | egy | pár,say | i'm | a | couple,"Azt mondtam, még pár...",Said I'm a couple...
nos; jól | szeretnék; én ...nék | valószínűleg | adni | ez; az | öö | egy | erős; tisztes | három | csillag | rajta; -on; -en; -ön | Yelp,well | i'd | probably | give | it | um | a | solid | three | star | on | yelp,"Azt hiszem, adnék rá egy erős három csillagot a Yelpen.","Well, I'd probably give it, um, a solid three stars on Yelp."
három,three,Hármat?,Three?
hm,mm,Hm.,Mm.
az; hogy | reakció | lenni | több | mint; kedvelni | egy | négy | négy | és | egy | fél,that | reaction | be | more | like | a | four | four | and | a | half,"Ebből a reakcióból inkább négyre, négy és félre tippelnék.","That reaction was more like a four, four and a half."
nos; jól | öö | nem | karamell | annyira; így,well | um | no | caramel | so,"Hát, ööö, karamell nélkül, szóval...","Well, um, no caramel, so..."
nem | karamell,no | caramel,Karamell nélkül.,No caramel.
megkapni; megérteni | ez; az,get | it,Értem.,Got it.
rendben,okay,Rendben.,Okay.
ez van; ez az | jó; jól | -hoz; -hez; felé | van neki; birtokolni; kell | valami | -hoz; -hez; felé | célozni | neki; számára,it's | good | to | have | something | to | aim | for,"Jó, ha van valami, amit megcélozhatsz.",It's good to have something to aim for.
mi | lenni | te; ön | írni,what | be | you | write,Mit írtál?,What were you writing?
öö | semmi,um | nothing,"Öö, semmi.","Um, nothing."
ó,ooh,Úú.,Ooh.
öö,uh,Ööö...,Uh...
hé; szia | csinálni | te; ön | történni | -hoz; -hez; felé | lenni | felvenni; alkalmazni,hey | do | you | happen | to | be | hire,"Hé, nem kerestek véletlenül új embert?","Hey, do you happen to be hiring?"
én | tudna; lehetne | öö | fel; fent; várj | a te; az ön | Yelp | meccs; játék,i | could | um | up | your | yelp | game,Feldobhatnám a Yelp-oldalatokat.,"I could, um, up your Yelp game."
nem | rendben; helyes | most,not | right | now,Most éppen nem.,Not right now.
sajnálom,sorry,Bocsánat.,Sorry.
hé; szia | edző,hey | coach,"Szia, edző.","Hey, Coach."
kérdés | -ról; -ről; körülbelül | holnap | meccs; játék,question | about | tomorrow | game,Kérdésem van a holnapi meccsről.,Question about tomorrow's game.
öö | fogok | lenni | rendben; helyes | vissza,uh | i'll | be | right | back,Mindjárt jövök.,"Uh, I'll be right back."
mi van; mi a | fel; fent; várj,what's | up,Mi újság?,What's up?
öö | nem | egy | jó; jól | passz; átadás,uh | not | a | good | pass,"Öö, ez nem volt jó passz.","Uh, not a good pass."
én | megkapni; megérteni | ez; az,i | get | it,Értem.,I get it.
öö | igen,uh | yeah,"Öö, igen.","Uh, yeah."
mindenesetre; egyébként | én | megkapni; megérteni | dolgozni; munka | -hoz; -hez; felé | csinálni | annyira; így | hogy van; milyen | Skylar | csinálni,anyway | i | get | work | to | do | so | how's | skylar | do,"Mindegy, dolgom van, úgyhogy... – Hogy van Skylar?","Anyways, I got work to do, so... - How's Skylar doing?"
ő; ő van | jó; jól,she's | good,Jól van?,She's good?
