több; jobban,more,"Többet tudsz, mint gondolod.",You know more than you think.
kap; szerez; válik,get,Kitől kaptad?,Who did you get it from?
ki; aki,who,"Tudod, hogy ki mondta azt?",Do you know who said that?
szeret,like,Nem szeretek egyedül lenni.,I don't like to be alone.
mikor; amikor,when,"Szólj, amikor kész vagy!",Let me know when you're ready.
gondol,think,"Úgy gondolom, hogy ez a legjobb módja.",I think it's the best way.
készít,make,A ruhák készítéséhez szövetet használunk.,We use cloth to make clothes.
idő; alkalom,time,Az iskola csak időpocsékolás.,School is a waste of time.
lát,see,"Örülök, hogy látom, hogy jól vagy.",I'm glad to see you're OK.
mi; mit; milyen,what,Mit akarsz venni?,What do you want to buy?
fel; fent,up,Nem szabad feladnod a reményt.,You must not give up hope.
néhány; valamennyi,some,Szeretnél ingyen néhány tanácsot?,Do you want some free advice?
más; másik,other,Szed bármilyen más gyógyszert?,Are you taking any other medications?
ki; kint,out,A hátsó ajtón menjünk ki.,Let's go out the back door.
jó,good,Ez nem lesz jó.,This isn't going to be good.
emberek,people,"Sok olyan ember van, aki csak egy nyelven tud.",Many people only speak one language.
év,year,Az alkoholfogyasztás évről évre növekszik.,Alcohol consumption is increasing every year.
vesz; visz; fog,take,Vidd magaddal ezt a könyvet!,Take this book with you.
nem; nincs,no,Nincs véleményem erről.,I have no opinion on that.
jól; egészséges,well,Eddig minden jól ment.,"So far, everything's been going well."
mert,because,"Vizet iszom, mert szomjas vagyok.",I drink water because I am thirsty.
nagyon,very,Nagyon jól játszik zongorán.,He plays the piano very well.
csak,just,"Mondd csak meg nekem, hogy hol is jártál!",Just tell me where you were.
jön,come,Vissza tudsz jönni a jövő héten?,Can you come back next week?
tudna; -hatna/-hetne,could,"Meg tudná mondani, hogy miért?",Could you please tell me why?
dolgozik,work,Nem dolgozom délelőtt.,I don't work in the morning.
használ; használat,use,A katonákat kiképzik a fegyverek használatára.,Soldiers are trained to use weapons.
mint,than,"Inkább éhezem, mint lopok.",I would rather starve than steal.
most,now,"Nos, most mit tegyünk?","Well, what should we do now?"
akkor; azután,then,"Senki sem tudja, mi történt akkor.",No one knows what happened then.
is; szintén,also,Angolul is beszél.,She also speaks English.
-ba/-be,into,A hackerek engedély nélkül törnek be a számítógépekbe.,Hackers break into computers without permission.
csak; egyetlen,only,Csak online lehet jegyet venni.,You can only buy tickets online.
kettő,two,Kettőt vegyen be ebből a piros tablettából!,Take two of these red pills.
néz,look,Az ikerfiúk pontosan egyformán néznek ki.,The twin brothers look exactly alike.
akar,want,"Azt akarom, hogy boldog légy.",I want you to be happy.
ad,give,Adsz majd egy kis időt?,Will you give me some time?
első; először,first,Én voltam édesanyád első barátja.,I was your mother's first boyfriend.
új,new,Megmutatta nekem az új autóját.,He showed me his new car.
mód; út,way,A mentők úton vannak.,The paramedics are on the way.
talál,find,Az idegen nyelveket nagyon érdekesnek találom.,I find foreign languages very interesting.
fölött; át,over,A hullámok átcsapnak a sétányon.,Waves are crashing over the promenade.
bármely; valamennyi,any,Bármelyiket választhatod.,You may choose any of them.
után; miután,after,A villámlás után jött a mennydörgés.,"After the lightning, came the thunder."
nap,day,Napról napra hűvösebb.,It's getting cooler day by day.
hol; ahol,where,Hol vehetem át a poggyászomat?,Where can I get my baggage?
dolog,thing,Sajnos az egész dolog kútba esett.,"Unfortunately, the whole thing fell apart."
legtöbb; leginkább,most,A legtöbb csápos állat gerinctelen.,Most animals with tentacles are invertebrates.
kellene,should,Tényleg tudnom kellene a választ.,I really should know the answer.
szükség; szüksége van,need,Levegőváltozásra van szükséged.,You need a change of air.
sok; nagyon,much,Nagyon élveztük a főzést.,We had so much fun cooking.
jobb; helyes; jog,right,Helyesen ejtettem ki az ön nevét?,Did I pronounce your name right?
hogyan; mennyire,how,Mennyi időnk van?,How much time do we have?
vissza; hát,back,"Várj itt, amíg visszajövök!",Wait here until I come back.
jelent; gondol,mean,"Most már értem, mire gondolsz.",I understand what you mean now.
még; páros; egyenletes,even,A vihar még hevesebbé vált.,The storm became even more violent.
lehet; -hat/-het,may,"Lehet, hogy délután havazni fog.",It may snow in the afternoon.
itt,here,"Azt mondták, hogy itt várjunk.",They told us to wait here.
sok,many,Túl sokan vannak itt.,There are too many people here.
ilyen,such,Ne tegyél fel nekem ilyen nehéz kérdéseket.,Don't ask me such difficult questions.
utolsó; tart,last,Adok neked egy utolsó esélyt.,I'm giving you one last chance.
gyerek,child,Minden gyereknek ad két almát.,She's giving each child two apples.
elmond,tell,Nem szabad elmondanom neked.,I'm not supposed to tell you.
három,three,"Három évvel fiatalabb vagyok, mint te.",I'm three years younger than you.
igazán; nagyon,really,Ma nagyon érdes a bőröm.,My skin feels really rough today.
hív,call,"Azonnal hívj, ha valami történik!",Call me immediately if anything happens.
előtt; mielőtt,before,"Gondolkoznod kellene mindig, mielőtt megszólalsz.",You should always think before speaking.
cég; vállalat; társaság,company,Tárgyalásokat folytattunk a társasággal.,We continued negotiations with the company.
keresztül; át,through,A tolvaj az ablakon át menekült el.,The thief escaped through the window.
le; lent,down,A társaság legyalogolt a hegyről.,The party walked down the mountain.
mutat,show,Gyere ide! Mutatok neked valamit.,Come here. I'll show you something.
élet,life,Az igazi tanítómester az élet.,The greatest teacher is life itself.
férfi,man,A férfi megijesztette a kisgyerekeket.,The man terrified the little children.
változás; változik; cserél,change,A panaszkodástól még nem változik meg semmi.,Complaining isn't going to change anything.
hely,place,Ez a hely mindenki számára nyitva áll.,This place is open to everybody.
hosszú; sokáig,long,Ezt nem kell sokáig főzni.,This won't take long to cook.
között,between,Mi a különbség e kettő között?,What's the difference between these two?
érez,feel,Már kezdem jobban érezni magamat.,I'm starting to feel better already.
túl; is,too,Ne engem kövess. Én is eltévedtem.,"Don't follow me. I'm lost, too."
továbbra is,still,A gyerekeink még iskolába járnak.,Our children still go to school.
probléma,problem,Koncentráld a figyelmed erre a problémára!,Concentrate your attention on this problem.
ír,write,"Kérlek, írd ide a címedet!",Please write your address here.
ugyanaz,same,Tegnap is ugyanabban az ingben voltál.,You wore that same shirt yesterday.
sok; telek,lot,Sok ember él itt.,A lot of people live here.
nagyszerű,great,A nagyszerű vezetők nagyságra inspirálnak másokat.,Great leaders inspire greatness in others.
próbál,try,Próbáljuk meg egymást megérteni.,Let's try to understand one another.
indul,leave,Holnap hánykor indulsz?,What time do you leave tomorrow?
szám,number,Mi a telefonszámod?,What is your phone number?
mindkettő,both,"Úgy vélem, mindketten egész jól néztek ki.",I think you're both pretty good-looking.
saját,own,"Kérem, hozzanak saját evőeszközt.",Please bring your own eating utensils.
rész,part,A felső rész az óramutató járásával megegyező irányban forog.,The top part is turning clockwise.
pont; mutat,point,Az iránytűk észak felé mutatnak.,Compass needles point to the north.
kicsi,little,Beszélj egy kicsit halkabban!,Speak a little bit more quietly.
segítség,help,Segítséget hívok.,I'm going to call for help.
kérdez,ask,Ne feledd el föltenni a kapcsolódó kérdéseket.,Don't forget to ask follow-up questions.
találkozik,meet,Mindenképpen találkoznunk kellene a közeljövőben.,We should definitely meet again soon.
kezd; kezdet,start,Most kellene kezdenünk.,We should start now.
beszél,talk,Beszélgessünk komolyan a jövődről.,Let's talk seriously about your future.
valami,something,"Csinálj nekem enni valamit, kérlek.",Please make me something to eat.
tesz,put,Én tejszínt teszek a kávémba.,I put cream in my coffee.
egy másik; még egy,another,Szeretnénk még egy palack bort.,We'd like another bottle of wine.
lesz,become,"Eltökélt szándékom, hogy ügyvéd leszek.",I intend to become a lawyer.
érdeklődés,interest,Elvesztettem az érdeklődésemet a munkám iránt.,I lost interest in my work.
ország,country,Mesélj valamit az országodról.,Tell me something about your country.
régi,old,A rengés számtalan régi épületet megrongált.,The quake damaged many old buildings.
mindegyik; minden egyes,each,Minden résztvevő pólót kap.,Each participant will receive a T-shirt.
iskola,school,Ez a kerékpár az iskolánk tulajdona.,That bicycle belongs to our school.
késő,late,"Senki nem volt, aki későn érkezett volna.",Not a single person arrived late.
magas,high,Tegnap magas lázam volt.,Yesterday I had a high fever.
különböző,different,Az ő életstílusuk különbözik a miénkétől.,Their lifestyle is different from ours.
el-,off,Belépés előtt vedd le a cipődet!,Take off your shoes before entering.
a következő,next,A következő kereszteződésnél fordulj jobbra!,Turn right at the next intersection.
vég; véget ér,end,Mikor ért véget a buli?,What time did the party end?
él,live,A szüleim vidéken élnek.,My parents live in the country.
miért,why,Ezt miért is csinálod?,So why are you doing this?
miközben; amíg,while,"Igyad a kávéd, amíg ki nem hűl!",Drink your coffee while it's hot.
világ,world,Nem körülöttetek forog a világ.,The world doesn't revolve around you.
hét,week,Találkozzunk valamikor a jövő héten!,Let's get together sometime next week.
játszik; színdarab,play,A gyerekek kint játszanak.,The children play outside.
talán; lehet,might,"Lehet, hogy nem kapsz egy újabb lehetőséget.",You might not get another chance.
kell,must,Fejlesztenünk kell a megújuló energiaforrásokat.,We must develop renewable energy sources.
otthon,home,Unalmas otthon maradni.,It's boring to stay at home.
soha,never,Sohasem gondoltam volna.,I would never have guessed that.
tartalmaz,include,Az ár tartalmazza a reggelit?,Does the price include breakfast?
tanfolyam; irány,course,Nem rossz irányba megyünk?,"We're a bit off course, aren't we?"
ház,house,A rendőrség alaposan átkutatta a házat.,The police thoroughly searched the house.
jelentés,report,Benyújtottad a jelentésedet?,Have you turned in your report?
csoport; zenekar,group,Melyik a kedvenc zenekarod?,What's your favorite music group?
eset; ügy; láda,case,"Menjél, és vegyél egy láda sört.",Go buy a case of beer.
nő,woman,"Ki az a nő, aki ott áll?",Who's that woman standing over there?
körül; körülbelül,around,Az asztal körül ültünk.,We sat around the table.
könyv,book,Olvasták már ezt a könyvet?,Have you read this book already?
család,family,A család a szabadban reggelizik.,The family is eating breakfast outdoors.
látszik,seem,"Úgy látszik, téged ez nem zavar.",You don't seem bothered by that.
hagy,let,"Ne hagyd, hogy zaklassanak!",Don't let them push you around.
újra,again,Ezt a könyvet érdemes újra elolvasni.,This book is worth reading again.
fajta,kind,Milyen fajta szendvics ez?,What kind of sandwich is it?
tart,keep,Tarts egy szótárt elérhető közelségben!,Keep a dictionary within easy reach.
hall,hear,Hallottál a tegnapi tűzesetről?,Did you hear about yesterday's fire?
rendszer,system,Átalakul az oktatási rendszer.,The educational system is in transition.
minden,every,Ezt a konferenciát megtartják minden évben.,This conference takes place every year.
kérdés,question,Nehéz ezt a kérdést megválaszolni.,It's difficult to answer this question.
alatt,during,Sok paraszt meghalt az aszály alatt.,Many peasants died during the drought.
mindig,always,Miért mondasz te nekem mindig ellent?,Why do you always contradict me?
nagy,big,A koncert nagy csalódás volt.,The concert was a big disappointment.
tesz,set,Az igazság szabaddá tesz.,The truth will set you free.
kicsi,small,Csak egy kicsi kertünk van.,We have only a small garden.
tanul; tanulmány,study,Miért tanulnak az emberek idegen nyelveket?,Why do people study foreign languages?
követ,follow,A tanárod tanácsát kellene követned.,You should follow your teacher's advice.
kezd,begin,A mondatok nagybetűvel kezdődnek.,Sentences begin with a capital letter.
fontos,important,"Nincs fontosabb, mint a barátság.",There's nothing more important than friendship.
azóta,since,Azóta elmúlt három év.,Three years have passed since then.
fut,run,Nem minden ló tud gyorsan futni.,Not every horse can run fast.
alatt,under,Folyó fut a híd alatt.,The river flows under the bridge.
fordít,turn,Fordítsd el a kulcsot jobbra.,Turn the key to the right.
kevés; néhány,few,Néhány tűzoltó kisebb sérüléseket szenvedett.,A few firefighters suffered minor injuries.
hoz,bring,"Hozz nekem egy pohár vizet, kérlek!","Bring me a glass of water, please."
korán,early,"Korán kelő vagy, nem?","You're an early riser, aren't you?"
kéz,hand,Azt kézzel kötötte a nagymamám.,My grandmother knit that by hand.
állam,state,Az Egyesült Államokban minden tagállamnak más és más törvényei vannak.,Laws differ from state to state in the United States.
mozgat,move,Tudod mozgatni a lábadat?,Can you move your legs?
pénz,money,A pénz a rendelkezésedre áll.,The money is at your disposal.
tény,fact,"Ez feltételezés, nem tény.","That's a supposition, not a fact."
azonban; viszont,however,"Én is tévedhettem, akárhogy is van.","However, I could be mistaken."
terület,area,A víz ritkaság ezen a területen.,Water is scarce in this area.
biztosít; nyújt,provide,Tudsz nekünk referenciákat adni?,Can you provide us with references?
név,name,"Elnézést, de már nem emlékszem a nevedre.","Sorry, I've already forgotten your name."
olvas; kiigazodik,read,Nehéz rajtad kiigazodni.,You're a hard man to read.
barát; ismerős,friend,Egy közös barátunkon keresztül ismertük meg egymást.,We met through a mutual friend.
hónap,month,Általában január a leghidegebb hónap.,January is usually the coldest month.
nagy,large,Afrika egy nagyon nagy kontinens.,Africa is a very large continent.
üzlet,business,Évek óta üzletelünk.,We've been doing business for years.
nélkül,without,Nem látok a szemüvegem nélkül.,I can't see without my glasses.
információ,information,Az egy érdekes információ.,That's an interesting piece of information.
nyitott,open,Ne aludj nyitott ablak mellett.,Don't sleep with the windows open.
rend,order,Rendeljünk még egy korsó sört.,Let's order another pitcher of beer.
kormány,government,A kormány az oktatás megreformálásába kezdett.,The government has been reforming education.
szó,word,Ezt a szót nehéz kiejteni.,This word is difficult to pronounce.
kérdés; ügy; szám,issue,Az e havi szám valószínűleg egy héttel később fog megjelenni.,Publication of this month's issue will probably be delayed one week.
piac,market,"A bárányokat levágták, hogy vigyék a piacra.",The lambs were slaughtered for market.
fizet,pay,Ez a munka nem fizet elég jól.,This job doesn't pay very much.
épít,build,"Eldöntötték, hogy hidat építenek.",They decided to build a bridge.
négy,four,Az anyja négy évvel később meghalt.,His mother died four years later.
tart,hold,"Kérem, tartsa a vonalat egy másodpercig!",Please hold the line a moment.
szolgálat,service,Miben lehetek a szolgálatára?,How may I be of service?
ellen,against,Minden bizonyíték ellenem szólt.,All the evidence was against me.
hisz,believe,"Még mindig nem hiszem el, hogy házas vagy.",I still can't believe you're married.
második,second,A második lecke nagyon könnyű.,The second lesson is very easy.
bár; azonban,though,"Bár bocsánatot kért, én még mindig dühös vagyok.","Even though he apologized, I'm still furious."
igen,yes,"Úgy tűnik, a válasz igen.",The answer seems to be yes.
szeretet; szeret,love,"Szeretem a régi, háború előtti gengszterfilmeket.",I love old prewar gangster movies.
növekedés; nő,increase,Az import gyors növekedése meglepett minket.,The rapid increase of imports surprised us.
munka; állás; feladat,job,El kell végeznünk a feladatunkat.,We've got a job to do.
terv,plan,A hülye terved valójában működik.,Your stupid plan is actually working.
eredmény,result,Te vagy a felelős az eredményért.,You are responsible for the result.
el; távol,away,"Amint észrevett egy rendőrt, elszaladt.","Seeing a policeman, he ran away."
példa,example,Ez majd jó példát mutat.,This will set a good example.
történik,happen,"Fennáll a lehetősége, hogy ez fog történni.",There's a possibility that that'll happen.
ajánlat,offer,Gondolkoztál az ajánlatomon?,Did you think about my offer?
fiatal,young,Fiatal szülők gyakran túlságosan is a gyerekeik kedvében járnak.,Young parents often indulge their children.
becsuk,close,Lennél szíves becsukni az ablakokat?,Would you please close the windows?
program; programoz,program,Ez a program könnyen használható.,This program is easy to use.
vezet,lead,Megkérdőjelezik a vezetői képességeidet.,They question your ability to lead.
vesz,buy,"Azt tervezem, hogy veszek itt földet.",I plan to buy land here.
ért,understand,"Ne kritizáld, amit nem értesz.",Don't criticize what you can't understand.
köszön,thank,"Köszönöm, hogy részletesen elmagyaráztad.",Thank you for your thorough explanation.
messze,far,A kiejtése messze van a tökéletestől.,His pronunciation is far from perfect.
ma,today,Ma kaptam meg a jogosítványomat.,I got my driver's license today.
óra,hour,Egy órán belül megérkezünk.,We'll arrive there within an hour.
tanuló,student,Bármelyik tanuló választ tud adni erre a kérdésre.,Any student can answer that question.
arc,face,Ezt az arcot régebben már láttam valahol.,I've seen that face somewhere before.
remény,hope,Reményeink szerint ez fog történni.,That's what we hope will happen.
gondolat,idea,"Úgy gondolom, hogy ez egy csodás ötlet.",I think it's a wonderful idea.
kerül,cost,Kevesebb mint tizenöt dollárba került.,It cost less than fifteen dollars.
kevesebb,less,Tényleg kevesebb kávét kellene innod.,You should really drink less coffee.
szoba,room,Minden szobához saját fürdőszoba tartozik.,Each room has its own bathroom.
amíg…nem,until,"Addig kéne folytatnod, míg elégedett nem leszel.",You should continue until you're satisfied.
indok,reason,Ez nem elég jó indok rá.,That isn't a good enough reason.
forma,form,Az úszás a testmozgás egyik formája.,Swimming is a form of exercise.
költ,spend,Mennyi pénzt költöttél?,How much money did you spend?
fej,head,"Azt hittem, felrobban a fejem.",I thought my head would explode.
autó,car,Hol bérelhetek egy autót?,Where can I rent a car?
megtanul,learn,A franciát nagyon nehéz megtanulni.,French is very difficult to learn.
szint,level,Emelkedik a tenger szintje.,The sea level is rising.
ember,person,Csak egy ember élte túl a balesetet.,Only one person survived the accident.
tapasztalat,experience,Személyes tapasztalatból beszélsz?,Are you speaking from personal experience?
egyszer,once,"Ez olyan dolog, amit egyszer mondott nekem valaki.",It's something someone told me once.
tag,member,Tagja vagyok az úszóklubnak.,I'm a member of the swimming club.
elég,enough,Nem okoztál már elég gondot?,Haven't you caused enough trouble already?
rossz,bad,A rossz idő visszatartotta őket a vitorlázástól.,Bad weather prevented them from sailing.
város,city,A városi tisztviselők gyakran enyves kezűek.,City officials often have sticky fingers.
éjszaka,night,"Mondja el, mi történt azon az éjszakán!",Tell me what happened that night.
képes; tud,able,Tudsz majd jönni?,Will you be able to come?
támogat; alátámaszt,support,Az állítást nem támasztja alá a bizonyíték.,The evidence doesn't support the claim.
akár,whether,"Menniük kell, akár férfiak, akár nők.","They should go, regardless of whether they're men or women."
sor,line,Nem szeretek sorban állni.,I don't like waiting in line.
ajándék; jelen,present,Papírba csomagolta az ajándékot.,She wrapped the present in paper.
oldal,side,Ne rágjon a jobb oldalon!,Don't bite on the right side.
teljesen,quite,"Biztosíthatlak, hogy ez teljesen szükségtelen.",I assure you it's quite unnecessary.
öt,five,Öt éve meghalt a nagyapám.,My grandfather died five years ago.
bár; habár,although,"Habár esett, kimentem.","Although it was raining, I went out."
biztos,sure,"Biztos vagy benne, hogy nem követett senki?",Are you sure you weren't followed?
időszak; félév; kifejezés,term,Ezen időszak alatt két vizsgánk van.,We have two examinations during this term.
legkisebb,least,Ez most a legkisebb baj.,That's the least of it.
kor,age,Hasonló korúak nagyjából.,They are about the same age.
alacsony,low,Az alacsonyan szálló darvak meleg időjárást jeleznek.,Cranes flying low indicate warm weather.
beszél,speak,Ő három idegen nyelven beszél.,She can speak three foreign languages.
belül; valamin belül,within,"Kérlek, válaszolj három napon belül!",Please reply within three days.
folyamat,process,Ez egy éppen zajló folyamat.,It's an ongoing process.
nyilvánosság,public,"A legtöbb ember számára nagyon zavaró, ha nyilvánosság előtt kell megszólalnia.",Most people find public speaking stressful.
gyakran,often,A serdülők gyakran veszekednek a szüleikkel.,Adolescents often quarrel with their parents.
vonat,train,A vonat az 5-ös vágányra érkezik.,The train arrives at platform number 5.
lehetséges,possible,A szakértők három lehetséges magyarázatot soroltak fel.,Experts have offered three possible explanations.
igazából,actually,Igazából még nem csináltam semmi illegálisat.,I haven't actually done anything illegal.
elég,rather,Elég lapos volt a film.,The movie was rather boring.
kilátás; nézet,view,Egy fehér hajó úszott be a látómezőnkbe.,A white ship came into view.
együtt,together,Ezeket a napirendi pontokat együtt vitatták meg.,Those agenda items were discussed together.
megfontol; tekint,consider,Fontolja meg egy idősebb háziállat örökbefogadását!,Consider adopting an older pet.
ár,price,Az arany ára naponta ingadozik.,The price of gold fluctuates daily.
szülő,parent,"Szülőnek lenni nehezebb, mint amire számítottam.",Being a parent is harder than I expected.
millió,million,Tizenkét millió ember van munka nélkül.,Twelve million people are unemployed.
kemény,hard,"Habár keményen próbálkozott, semmi sem változott.","Though he tried hard, nothing changed."
buli,party,Nem igazán élveztem a bulit.,I didn't really enjoy the party.
helyi,local,Beadok önnek egy helyi érzéstelenítőt.,I'll give you a local anesthetic.
irányít,control,Átvettem a helyzet irányítását.,I took control of the situation.
már,already,Már kétszer átütemeztem a találkozót.,I've already rescheduled my appointment twice.
aggodalom; érint,concern,Megértem aggodalmadat.,I understand your concern.
termék,product,Ez a termék már nem kapható.,They no longer sell the product.
elveszít,lose,Kezdem elveszíteni a türelmemet.,I'm starting to lose my patience.
történet,story,"Ez egy olyan történet, amit mindenki ismer.",It's a story everybody's familiar with.
majdnem,almost,Ez a gyár majdnem teljesen automatizált.,This factory is almost fully automated.
folytat,continue,Folytassuk holnap az órát!,Let's continue the lesson tomorrow.
áll; feláll,stand,"Felállna, kérem?","Can you stand up, please?"
egész,whole,Megettem az egész pizzát.,I ate the whole pizza.
még,yet,A gyerekek még nem tanulták az osztást.,The children haven't studied division yet.
arány; díjszabás; ütem,rate,Mennyi az órabéred?,What's your hourly rate?
törődik,care,"Tudod, hogy törődünk veled.",You know we care about you.
számít,expect,Nem számítok semmilyen különleges bánásmódra.,I don't expect any special treatment.
hatás,effect,A gyógyszernek azonnali hatása volt.,The medicine had an immediate effect.
fajta,sort,Milyen fajta könyv ez?,What sort of book is it?
valaha,ever,Búvárkodtál már valaha?,Have you ever tried scuba diving?
akármi,anything,Az ember akármihez hozzá tud szokni.,One can get used to anything.
ok,cause,Milyen gyógyszerek okoznak csalánkiütéseket?,What kind of medications cause hives?
esik,fall,Az alma nem esik messze a fájától.,The apple doesn't fall far from the tree.
foglalkozik,deal,Foglalkoznunk kell ezzel a problémával.,We must deal with this problem.
víz,water,Minden nap vizet iszom.,I drink water every day.
küld,send,Erre a címre küldje el a csomagot!,Send the package to this address.
enged,allow,"Nem fogom engedni, hogy ez történjen.",I won't allow that to happen.
hamar,soon,Hamarosan jön a házassági évfordulónk.,Our wedding anniversary is coming soon.
néz,watch,Melyik adást nézted tegnap?,Which program did you watch yesterday?
alap,base,Az alaptábor képe.,This is a view of base camp.
valószínűleg,probably,Valószínűleg egy közlekedési baleset történt.,There's probably been a traffic accident.
javasol,suggest,Tudnál egy másik időpontot javasolni?,Could you suggest an alternative date?
múlt,past,Hagyjuk már a múltat.,Let's put the past behind us.
hatalom,power,Hiszek a tudás hatalmában.,It's my belief that knowledge is power.
vizsga,test,Éppen vizsgára készül.,He is preparing for the test.
meglátogat,visit,A héten meglátogatjuk nagyapámat.,We'll visit my grandfather this week.
középpont,center,Magát tekinti a világegyetem középpontjának.,He considers himself the center of the universe.
nő; növekszik; termeszt,grow,Különféle növényeket termelünk.,We grow a variety of crops.
semmi,nothing,A legtöbb ember nem tud rólunk semmit.,Most people know nothing about us.
visszatér,return,"Vissza kellene fizetned, amit kölcsönkértél.",You should return what you borrow.
anya,mother,Az anyacica védte a kiscicákat.,The mother cat protected her kittens.
jár,walk,A baba tud járni.,The baby is able to walk.
ügy; dolog; számít,matter,Mi a bajod?,What is the matter with you?
elme,mind,Elment az eszed?,Are you out of your mind?
érték,value,Értékelem a segítségedet és a barátságodat.,I value your help and friendship.
iroda,office,Meg kell jelenned az igazgatói irodában.,You're wanted in the principal's office.
feljegyzés; rekord,record,Ez rekord.,That's a record.
marad,stay,"Nem számít, mi történik, maradjatok együtt!","Stay together, no matter what happens."
erő,force,"Az egy hatalmas haderő, 5000 katonával.","That is a large force with 5,000 soldiers."
megáll,stop,Megállította őt egy rendőr.,The policeman signaled him to stop.
több,several,Ezt már többször elmondtad.,You've already said that several times.
fény; könnyű; világos,light,Kiszámította a fénynek a sebességét.,He calculated the speed of light.
fejleszt; fejlődik,develop,A gyerekek nagyon gyorsan fejlődnek.,Children develop very quickly.
emlékszik,remember,"Csodálkoztam, hogy nem emlékszel rá.",I'm surprised you couldn't remember that.
kevés; kis darab; bit,bit,Egy kicsit fáradt vagyok.,I am a bit tired.
megoszt,share,Megosztozol velem az ernyődön?,May I share your umbrella?
valódi; igazi,real,Nem ők az igazi szüleim.,They are not my real parents.
válasz,answer,Nem tudom a választ.,I don't know the answer.
ül,sit,Mellette akar ülni mindenki.,Everybody wants to sit beside her.
kitalál,figure,Megpróbálok kitalálni valamit.,I'm trying to figure out something.
levél,letter,Ne halogasd a levél megválaszolását!,Don't put off answering the letter.
dönt,decide,"Van harminc perced, hogy dönts.",You have thirty minutes to decide.
nyelv,language,A nyelvet nem lehet a kultúrától elválasztani.,You can't separate language from culture.
tantárgy,subject,Az angol lett a kedvenc tantárgyam.,English has become my favorite subject.
osztály; óra,class,Ma az egész osztály jelen van.,The whole class is present today.
fejlesztés,development,Ez egy mostani fejlesztés.,This is a recent development.
város,town,A városunkban kiváló sportlétesítmények vannak.,Our town has excellent sports facilities.
fél,half,Ezeknek az almáknak a fele rohadt.,Half of these apples are rotten.
perc,minute,Ez száz másolatot készít percenként.,This machine makes 100 copies a minute.
étel,food,A tápanyagokban gazdag ételek elősegítik a szervek egészséges működését.,Nutritious food helps support healthy organs.
eltör; törik,break,"Vigyázz, eltöröd a poharat!","Be careful, you'll break the glass."
tiszta,clear,Hadd tisztázzak valamit!,Let me make something very clear.
jövő,future,A jövőben tanár szeretnék lenni.,I want to be a teacher in the future.
bármelyik; egyik,either,Egyik sem foglalkoztat.,I don't care about either one.
